image_path	prompt	ground_truth	response
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002608.jpg	answer en What color is this dress?	['brown white', 'brown white', 'brown white', 'brown white', 'brown white', 'brown white', 'brown white', 'brown white', 'brown white', 'brown white']	brown white
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002609.jpg	answer en What is this? 	['chess cd', 'dvd', 'unanswerable', 'unanswerable', 'game', 'chess board', 'chess', 'dvd', 'chess game dvd', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002610.jpg	answer en What color is that? Thank you.	['grey', 'white', 'black', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey', 'grey']	black
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002611.jpg	answer en What kind of oatmeal is this and thank you.	['cinnamon spice', 'cinnamon spice', 'cinnamon spice', 'cinnamon spice', 'quaker', 'quaker cinnamon spice', 'cinnamon spice', 'quaker', 'cinnamon spice', 'cinnamon spice']	quaker
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002612.jpg	answer en What do the big gray clouds look like in the sky?	['big grey clouds', 'storm clouds', 'clouds', 'slightly slightly gloomy', 'unanswerable', 'cotton candy', 'cotton ball', 'clouds', 'cotton', 'full all encompassing']	rain
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002613.jpg	answer en Is it asking? What? Should be. I am.	['granola bar', 'nature valley peanut butter bars', 'peanut butter granola bars', 'unanswerable', 'peanut butter granola bars', 'no', 'unanswerable', 'peanut butter granola bars pack 12', 'granola bars', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002614.jpg	answer en You gonna take that.	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002615.jpg	answer en What is the picture on that CD?	['man woman', 'couples', 'unanswerable', 'unanswerable', 'singers', 'unanswerable', '20 songs love from 70s', 'man woman', '20 songs love from 70s', 'unanswerable']	man woman
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002616.jpg	answer en How about the weather?	['unanswerable', '25 degrees c', 'sunny', '52 degrees', 'unanswerable', 'unanswerable', '25 degrees', 'i show 25 degrees', '25 degrees c', '25']	cool
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002617.jpg	answer en What kind of coffee is this?	['unanswerable', 'unanswerable', 'keurig', 'ihop', 'unanswerable', '0', 'donut shop', 'donut shop', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002618.jpg	answer en What is this?	['tv', 'tv', 'tv', 'entertainment center', 'tv', 'home entertainment center', 'tv stand', 'tv', 'television', 'tv on console decorations next to above']	tv
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002619.jpg	answer en What flavor are these?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'regular', 'original', 'unanswerable', 'turn around', 'cheese', 'picteur']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002620.jpg	answer en What does the screen say?	['acer', 'unanswerable', 'acer', 'unanswerable', 'nothing', 'acer', 'unanswerable', 'nothing', 'unanswerable', 'acer']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002621.jpg	answer en Could you tell me what is in this can please?	['sweet potatoes', 'candied sweet potatos', 'candied sweet potatoes', 'candied sweet potatoes', 'potatoes', 'sweet potatoes', 'sweet potatoes', 'sweet potatoes', 'swee potatoes', 'candied sweet potatoes']	sweet potatoes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002622.jpg	answer en I would like to know what the medication label is on this bottle is and what dosage it is on the bottle. Thank you.	['unanswerable', 'unanswerable', 'nex', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'medicine', 'nexium', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002623.jpg	answer en Ok, here's the long side of the other side of the box. Let me know if there's any conventional oven instructions here for temperature and time. And hopefully these pictures are at least. 	['box', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'no instructions', 'unanswerable', 'unanswerable', '0']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002624.jpg	answer en What is the measure of angle mar?	['unanswerable', '90', 'unanswerable', 'unanswerable', '4', 'unanswerable', '30 degrees', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002625.jpg	answer en Do you know how to cook these?	['unanswerable', 'no', 'unanswerable', 'no', 'unanswerable', 'unanswerable', 'yes', 'unanswerable', 'unanswerable', 'no']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002626.jpg	answer en What does this label say?	['shea', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash', 'shea moisturizing shower wash']	shea moisturizing shower wash
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002627.jpg	answer en What is this?	['sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'flour sugar', 'sugar', 'bag sugar', 'sugar']	sugar
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002628.jpg	answer en What does it say here?	['use by', 'use by', 'use by', 'distributed by amway', 'use by', 'sku 247433', 'pineapple tangy distribution details', 'pineapple tangy', 'unanswerable', 'tangy sku']	use by
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002629.jpg	answer en What is the object in this image?	['monitor', 'tv', 'several objects', 'rug tv', 'unanswerable', 'tv', 'rug', 'carpet', 'rug', 'carpet']	tv
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002630.jpg	answer en What is it?	['unanswerable', 'light', 'unanswerable', 'unanswerable', 'light', 'light blur', 'unanswerable', 'unclear', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002631.jpg	answer en What is this?	['cologne', 'perfume', 'perfume', 'perfume', 'perfume', 'coffee', 'perfume', 'perfume', 'perfume', 'perfume']	perfume
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002632.jpg	answer en What's in this box?	['chicken bouillon', 'chicken bouillon', 'chicken bouillon', 'chicken bouillon', 'chicken bouillon', 'chicken bouillon', 'chicken broth', 'chicken bouillon', 'chicken bouillon', 'chicken bouillon']	chicken broth
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002633.jpg	answer en What shirt is this?	['niagara falls', 'niagara falls t shirt', 'niagra falls', 'niagara falls', 'niagara falls', 'unanswerable', 'niagara falls', 'niagara falls', 'tshirt', 'niagra falls']	niagara falls
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002634.jpg	answer en Is this a TV remote in front of me?	['no', 'remote', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']	yes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002635.jpg	answer en What is this?	['figurine', 'hobo', 'figurine boy', 'leprechaun', 'figurine man', 'looks like little boy ceramic figurine', 'figurine', 'knick knack', 'figurine someone relaxing', 'figurine']	statue
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002636.jpg	answer en Thank you for the beautiful color comment. I was wondering though, I'm trying to get the status of this light blinking, because my computer hasn't been turned on all day.	['unanswerable', 'i dont know', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'black']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002637.jpg	answer en What kind of meat is this? Thank you.	['prime', 'pork chop', 'prime roast', 'chicken', 'chicken', 'unanswerable', 'unanswerable', 'chicken', 'chicken', 'santa fe chicken']	chicken
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002638.jpg	answer en What is this item?	['hot pepper sauce', 'hot pepper sauce', 'hot pepper sauce', 'unanswerable', 'hot pepper sauce', 'jamaican hot pepper sauce', 'hot pepper sauce', 'pepper sauce', 'pepper', 'sauce']	hot pepper sauce
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002639.jpg	answer en What brand and flavor is this?	['unanswerable', 'photo too close to box back up slightly', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'starbucks cappuccino', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002640.jpg	answer en What kind of fish did I get out of the freezer	['swordfish', 'swordfish', 'swordfish', 'swordfish', 'salmon', 'swordfish', 'swordfish', 'swordfish', 'swordfish', 'swordfish']	swordfish
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002641.jpg	answer en What brand is this recorder?	['olympus', 'olympus', 'olympus', 'olympus', 'olympus', 'olympus', 'olympus', 'olympus', 'olympus', 'large speake']	olympus
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002642.jpg	answer en What is the temperature of the thermastat? 	['78', '78', '78 degrees', '78', '78', '78', '78', '78', '78', '78']	78
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002643.jpg	answer en What color are these rosary beads?	['yellow green blue red', 'green blue yellow red white', 'green blue pink yellow white', 'green red yellow blue', 'green blue red burgundy', 'green blue red yellow pink', 'green teal red yellow pink white', 'green teal yellow red purple', 'green', 'green blue pink red yellow']	green red yellow
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002644.jpg	answer en What is this?	['cup from mcdonalds', 'mcdonalds drink', 'foam mcdonalds cup', 'mcdonalds cup', 'mcdonalds soda', 'mcdonalds cup', 'mcdonalds cup', 'mcdonalds drink cup', 'large foam macdonalds cup', 'mcdonalds cup']	mcdonalds cup
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002645.jpg	answer en Where in the world did my cord go for my radio transmitter?	['unanswerable', 'on floor', 'unanswerable', 'unanswerable', 'on floor', 'on floor', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002646.jpg	answer en What is this?	['cans', 'cat food', 'unanswerable', 'sink', 'can', 'sink', 'washing', 'sink', 'sink', 'can']	sink
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002647.jpg	answer en What does this say?	['soft shimmer skin radiance moisturizer', 'jergens soft shimmer skin radiance moisturizer', 'jergens new soft shimmer skin radiance moisturizer', 'jergens soft shimmer moisturizer', 'jergens new soft shimmer skin radiance moisturizer', 'jergens soft shimmer skin radiance moisturizer', 'jergens new soft shimmer skin radiance moisturizer', 'jergens', 'jerfens soft shimmer skin radiance moisturizer', 'jergens new soft shimmer skin radiance moisturizer']	jergens soft shimmer
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002648.jpg	answer en What color is that wall?	['hot pink', 'pink', 'pink', 'pink', 'pink', 'pink', 'pink', 'pink', 'pink', 'pink']	pink
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002649.jpg	answer en WHAT IS THIS?	['gift card for stavs', 'gift card', 'card', 'gift card', 'stavs gift card', 'gift card', 'gift card', 'gift card', 'stavs gift card', 'stavs gift card']	stays gift card
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002650.jpg	answer en What is this floor made out of?	['carpet', 'carpet', 'carpet', 'carpet', 'carpet', 'unanswerable', 'carpet', 'unanswerable', 'agtfsfd', 'carpet']	carpet
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002651.jpg	answer en What is this bottle and what's the dosage if you can see it?  Thank you.	['aspirin cant see dosage', 'sds', 'walgreens aspirin 81 milligrams', 'aspirin 81 mg', '81mg', '81 mg', 'unanswerable', 'aspirin 81mg', 'aspirin 81mg adult low strength', 'aspirin']	81 mg aspirin
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002652.jpg	answer en What title is this?	['best hits', 'unanswerable', 'unanswerable', 'no title present', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002653.jpg	answer en What's this?	['tomatoes', 'unanswerable', 'ew', 'table', 'tomato', 'tomatoes', 'table', 'kitchen table', 'table', 'table']	food
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002654.jpg	answer en What is this item?	['sugar', 'sugar', 'sugar', 'sugar', 'box sugar', 'domino sugar', 'sugar', 'sugar', 'sugar', 'sugar']	sugar
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002655.jpg	answer en what was it written the paper?	['text', 'unanswerable', 'words', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002656.jpg	answer en What is this?	['speaker', 'speaker', 'speaker on wall', 'speaker', 'speaker', 'speaker', 'wall speaker', 'speaker', 'cat mount', 'speaker']	speaker
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002657.jpg	answer en what color is this?	['grey', 'grey', 'blue', 'blue', 'grey', 'light grey', 'white', 'blue', 'white', 'blue']	white
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002658.jpg	answer en What is the progress of this operation?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002659.jpg	answer en Is this fabric that I just took a picture of black or navy blue? Thank you.	['navy blue', 'blue', 'blue', 'blue', 'navy blue', 'navy blue', 'blue', 'navy blue', 'navy blue', 'navy blue']	navy blue
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002660.jpg	answer en Expiration date.	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002661.jpg	answer en Could you tell me who this to and from please?	['unanswerable', 'snowman', 'snowman lee', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002662.jpg	answer en What is in this can, please?	['fruit', 'unanswerable', 'soup', 'canned fruit', 'unanswerable', 'creamer', 'food', 'unanswerable', 'carrots', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002663.jpg	answer en What is in the can in my right hand in the picture?	['soup', 'vegetable soup', 'soup', 'soup', 'campbells vegetable legume soup', 'vegetable soup', 'vegetable soup', 'campbells vegetable legumes', 'soup', 'vegetable soup']	soup
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002664.jpg	answer en What kind of design is this sweater?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'ribbed', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002665.jpg	answer en What are the title and author of the CD?	['washingtons golden delicious music series', 'washingtons goldendeliciuos music series', 'washingtons golden delicious music series', 'washingtons golden delicious music series', 'unanswerable', 'washingtons golden delicious music series', 'golden delicious music series washington', 'washingtons golden delicious music series', 'unanswerable', 'washingtons golden delicious music series']	washington's golden delicious music series
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002666.jpg	answer en Hi, are you able to describe this trainer to me, please.	['white red blue', 'white shoes grey detailing some navy', 'unanswerable', 'yes', 'white wiht black around', 'no', 'unanswerable', 'unanswerable', 'white grey blue interior', 'white black trim']	white blue
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002667.jpg	answer en What type of bottle is that?	['water bottle', 'unanswerable', 'used bottle spit tobacco do not drink', 'plastic', 'plastic', 'empty water bottle', 'plastic pop', 'water', 'unanswerable', 'water bottle']	plastic
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002668.jpg	answer en What's in this bottle?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'sfsdf', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'dont know']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002669.jpg	answer en What does my screen say?	['i cant tell what says', 'i cant tell', 'unanswerable', 'too far away to read', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002670.jpg	answer en What kind of flour is this? All purpose or self rising?	['all purpose', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002671.jpg	answer en What is this?	['battery bank', 'portable charger', 'cell phone', 'mouse', 'phone', 'either external drive power bank', 'unanswerable', 'phone', 'mouse', 'cell phone']	router
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002672.jpg	answer en What is this?	['i phones', 'i phone', 'iphone', 'phone cases', 'phones', 'electronics', 'iphones', 'iphone', 'box iphones', 'mobile phones']	phone cases
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002673.jpg	answer en What is in that bottle?	['alcohol', 'vodka', 'vodka', 'smirnoff ice', 'smirnoff ice', 'vodka', 'vodka', 'wine', 'vodka', 'smirnoff vodka']	vodka
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002674.jpg	answer en What's the characters in this picture?	['unanswerable', 'blurry', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002675.jpg	answer en Please tell me where I am right now.  What's the name of this street?	['unanswerable', 'unanswerable', 'indoor photo', 'unanswerable', 'can not seen', 'appears you inside', 'unanswerable', 'unanswerable', 'my house', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002676.jpg	answer en What is this item?	['grilled chicken spanish rice', 'chicken', 'chicken', 'steam in bag grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'grilled chicken spanish rice', 'chicken']	grilled chicken spanish rice
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002677.jpg	answer en What do you see?	['table window', 'flowers', 'unanswerable', 'table window', 'book notebook pen', 'flowers', 'destop', 'book', 'window', 'flowers']	table
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002678.jpg	answer en Which flower is this?	['orchid', 'roses', 'orchid', 'orchid', 'orchid', 'tulip', 'orchid', 'orchid', 'orchid', 'unanswerable']	orchid
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002679.jpg	answer en What color is it?	['red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red', 'red']	red
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002680.jpg	answer en What color is this slip?	['white', 'white', 'white', 'white', 'cream', 'white', 'white', 'ivory', 'white', 'white']	white
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002681.jpg	answer en Which button is the second floor button?	['top botton', 'top', 'in middle number 2 printed raised to left', 'top button', 'top', 'button 2', 'number 2', 'top button', 'top', '2']	1
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002682.jpg	answer en Is this love?	['unanswerable', 'unanswerable', 'no', 'no', 'no', 'sometimes', 'no', 'no', 'jet puff marshmallow creme', 'marshmellow cream']	no
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002683.jpg	answer en What is this little package?	['cute', 'medicine', 'kool aid', 'kool aid', 'kool aid', 'unanswerable', 'koolaid', 'koolaid', 'koolaid', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002684.jpg	answer en What am I looking at?	['small power strip', 'lightbulb', 'unanswerable', 'fuse', 'electronic part', 'electrical component', 'fuse', 'bulb', 'lightbulb', 'lightbulb']	light bulb
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002685.jpg	answer en can you give me the cooking directions for this product, thank you	['place spoon bake', 'bake 400 f', 'yes', 'no', '400 degrees for 24 mins in cake pan', 'unanswerable', 're', 'place milk oil egg mix in bowl stir well spoon in muffin cups half full bake 11 13 min 400', 'bake 400 22 26 minutes', 'unanswerable']	yes
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002686.jpg	answer en What is this?	['lotion', 'lotion', 'bottle', 'soap', 'lotion', 'lotion bottle', 'unanswerable', 'lotion', 'lotion', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002687.jpg	answer en Could you tell me what brand this is? Thank you.	['grace', 'grace', 'grace', 'grace', 'grace', 'grace', 'grace', 'grace', 'grace', 'grace hot pepper sauce']	grace
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002688.jpg	answer en What is the name of this yogurt, and is it fat free or any information you can give me?	['ski image isnt close enough to see more', 'ski', 'ski', 'egeasr', 'ski', 'ski', 'ski', 'ski', 'ski', 'ski no information on fat content']	ski
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002689.jpg	answer en What is this?	['dog', 'dog', 'dog', 'small dog', 'dog', 'yorkshire terrier yorkie', 'dog', 'dog', 'dog', 'dog']	dog
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002690.jpg	answer en What is this wine?	['unanswerable', 'aewfdsaedf', 'vintage 2008 produce nash', 'nash', 'nash', 'wedding souvenir', 'nash celebrating marriage david emma 16 july 2011', 'nash', 'nash', 'celebration marriage']	the nash
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002691.jpg	answer en What flavor is this?	['awake', 'awake', 'plain black tea', 'black tea', 'awake', 'awake', 'black', 'awake', 'awake', 'awake']	awake
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002692.jpg	answer en What is it?	['microwave', 'microwave', 'medication', 'appliances jelly beans soup', 'can soup', 'cup soup to drink', 'kitchen', 'kitchen counter', 'creamer', 'soup']	microwave
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002693.jpg	answer en what am I looking at?	['chair desk', 'desk', 'desk', 'office', 'desk', 'table', 'unanswerable', 'office', 'desk', '2 desks blue chairs']	desk
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002694.jpg	answer en I'm wondering about the main buttons on this microwave. What I need to cook something for a number of minutes.	['enter specific time needed then press comienzo', 'unanswerable', 'numbers', 'unanswerable', 'not sure what your question', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'number']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002695.jpg	answer en What flavor biscuits are these?	['oatmeal', 'buttermilk', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'buttermilk', 'unanswerable', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002696.jpg	answer en Is this wallet for male or female?	['both', 'male', 'female', 'male', 'female', 'female', 'male', 'male', 'more male but would work for either', 'unanswerable']	male
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002697.jpg	answer en What is this package?	['creamer', 'unanswerable', 'creamer', 'non dairy creamer', 'creamer', 'food', 'non dairy creamer', 'unanswerable', 'non dairy creamer', 'creamer']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002698.jpg	answer en Sky look like in this picture.	['partly cloudy', 'dark clouds', 'big cloud', 'huge cloud dark sky', 'overcast', 'cloudy', 'blue lots clouds', 'unanswerable', 'giant rain cloud bit blue to side', 'cloudy']	cloudy
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002699.jpg	answer en What color is the carpet	['beige', 'no carpet', 'tan', 'brown', 'light grey', 'unanswerable', 'grey', 'grey', 'taupe', 'brown']	beige
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002700.jpg	answer en What flavor is this energy bar?	['unanswerable', 'cream', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'pink']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002701.jpg	answer en What is this?	['teddy bear', 'white teddy bear', 'teddy bear trash can', 'teddy bear', 'teddy bear', 'stuffed bear', 'stuffed bear', 'teddy bear pot', 'teddy bear', 'teddy bear']	teddy bear
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002702.jpg	answer en What make and model is this router?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unknown', 'unanswerable']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002703.jpg	answer en What is this label? Thank you.	['unanswerable', 'no label', 'unanswerable', 'unanswerable', '0', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'blur']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002704.jpg	answer en What color is this?	['grey', 'black', 'grey', 'grey', 'grey', 'grey', 'grey', 'black', 'grey', 'sofa cushion']	grey
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002705.jpg	answer en Does it say what kind of tablets are in this bubble wrap if so please tell me what they are.	['unanswerable', 'no', 'unanswerable', 'no', 'no', 'unanswerable', 'doesnt say', 'unanswerable', 'no', 'bul inding']	unanswerable
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002706.jpg	answer en What color is this?	['grey', 'beige', 'black', 'grey', 'black', 'grey', 'grey', 'black', 'grey', 'black']	black
/mnt/scratch/users/mn2002/vizwiz-culture/data/val/VizWiz_val_00002707.jpg	answer en For how long do I cook this in the microwave?	['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', '8 minutes', '8 minutes', '8 minutes', 'unanswerable', 'unanswerable', '8 minutes']	unanswerable
